CWE680_Integer_Overflow_to_Buffer_Overflow

Total files, 936

Files not reported, 384

Total OKs, 0, 0%
Total Fails, 552, 58.974358974359%

File, Expected Bugs, Found Bugs, Bug was found?
CWE680_Integer_Overflow_to_Buffer_Overflow__new_connect_socket_16.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fscanf_66a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_51a.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_81a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_51a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_15.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_82a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fscanf_22a.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_68b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_01.c,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_rand_01.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_33.cpp,,Uninitialized argument value;Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets_44.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__new_listen_socket_51a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_connect_socket_64b.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_listen_socket_74a.cpp,,Dead assignment,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_13.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fixed_54e.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_07.c,,Uninitialized argument value,Fail
CWE680_Integer_Overflow_to_Buffer_Overflow__malloc_fgets_22a.c,,Uninitialized argument value,Fail
